,Title,Published_date,Views,Likes,View,Month
826,Shallow Copy Vs Deep Copy in Python,2021-01-18,58418,1799,58418,Jan
827,60 Python Projects With Source Code- Solved And Explained,2021-01-18,207204,5401,207204,Jan
828,Python Series- is Vs == Indepth Explanation- Boolean Evaluation,2021-01-17,10034,308,10034,Jan
829,Why Is Bitcoin Price Rising? Announcing BlockChain Playlist Soon,2021-01-17,4809,186,4809,Jan
830,Tutorial 1- Cloud Computing-AWS-Introduction To S3(Simple Storage Services),2021-01-16,28671,656,28671,Jan
831,Advance Python-Decorators Indepth Implementation,2021-01-16,31353,879,31353,Jan
832,Advanced Python Series - Iterators Vs Generators,2021-01-15,39309,914,39309,Jan
833,"Papers With Code: The Latest in Machine Learning, Deep Learning And AI",2021-01-15,31455,1012,31455,Jan
834,Which Is Best Programming Language For Data Structures And Algorithms?😜😜😜,2021-01-14,42190,1618,42190,Jan
835,Stopping Blaming Anyone Or Your College For Not Getting Jobs- Motivation,2021-01-13,5278,410,5278,Jan
836,Advanced Python Series- Assert Statement In Python,2021-01-13,27424,676,27424,Jan
837,Whatsapp Privacy Policy-How Facebook Are Planning For Monetization- Analytics Usecase Discussion,2021-01-12,7010,316,7010,Jan
838,Some Important Announcements Regarding Data Science Jobs- Direct Referrals From My Side,2021-01-11,27192,1453,27192,Jan
839,"How Do I Manage My Time-Full time Job, Teaching And Family Time-Time Management-300K Special Video",2021-01-11,10708,650,10708,Jan
840,Ineuron's New Portal For Community Free And Affordable Courses,2021-01-09,15514,814,15514,Jan
841,Past 10 Years Of AI 2010 - 2020-What All Innovation And Research We Saw?,2021-01-09,2502,121,2502,Jan
842,Advance Python Series-Magic Methods In Classes,2021-01-09,23582,575,23582,Jan
843,What Is A Citizen Data Scientist?,2021-01-08,9374,486,9374,Jan
844,Do Not Quit Your Job Until? Sharing My Experience,2021-01-07,26786,883,26786,Jan
845,Advance Python Series- Inheritance In Python,2021-01-07,37806,879,37806,Jan
846,Advance Python Series- Public Private And Protected Access Modifiers,2021-01-06,43099,1173,43099,Jan
847,Successful  Career  Transition  Non Programmer To Machine Learning Engineer In  ZYCLYX Consulting,2021-01-06,14218,528,14218,Jan
848,Live Virtual Mock Interview For Data Science For Fresher Msc Graduate,2021-01-05,31110,821,31110,Jan
849,Advanced Python Series- Custom Exception Handling In Python,2021-01-05,37502,865,37502,Jan
850,Advanced Python- Exception Handling Detailed Explanation In Python,2021-01-05,56988,1331,56988,Jan
851,Problem 7 Solution- Find The Time Complexity,2021-01-04,17598,393,17598,Jan
852,Google Colab Pro Vs Colab Free- Benefits Of Using Colab Pro- How To Access From India,2021-01-04,29229,515,29229,Jan
853,"Top 6 Programming Languages For Data Science,Machine Learning And Deep Learning In 2021",2021-01-04,5080,255,5080,Jan
854,Tutorial 7-Competitive Programming-Find The Time Complexity Of This Problem,2021-01-03,9880,270,9880,Jan
855,500+ Machine Learning And Deep Learning Projects All At One Place,2021-01-03,151514,6506,151514,Jan
856,Is Data Science A Hype Or Overrated? Sharing A Conversation With An Old Friend,2021-01-02,29012,1014,29012,Jan
857,Tutorial 6-Competitive Programming-New Problem & Visualization Tool To Visualize Python Programming,2021-01-02,12862,428,12862,Jan
858,Lets Start Competitive Programming Using Python- First Problem Statement,2021-01-01,49479,1571,49479,Jan
859,Target Learning Data Science Within 4-5 Months From My Channel- Follow These Playlists In Order,2021-01-01,45139,2433,45139,Jan
860,"Special Message From Krish, Sudhanshu And Ineuron Data Science Team",2020-12-31,13431,620,13431,Dec
861,6 Certifications In Data Science But No Jobs- Sharing A True Story-Focus More On Data Science Jobs,2020-12-31,433108,12633,433108,Dec
862,Negotiating Salaries With HR for Any Job Is An Art. Learn IT Before It's Late 😭😭😭😭,2020-12-30,699061,15948,699061,Dec
863,"Data Science Jobs Hiring For Freshers And Experienced-TraceBloc,IBM,Accenture,Apptio Hiring 2020",2020-12-30,6965,228,6965,Dec
864,"Data Science Interns Hiring- YouBotics,IBM,Asmadiya Technologies,Tarah AI Hiring ML Paid Interns",2020-12-29,8892,354,8892,Dec
865,Last Live Q&A Of 2020- Ask Anything Related  To Data Science,2020-12-29,5567,282,5567,Dec
866,Faking Data Science Experience- Is It Good Or Bad? Important For EveryOne,2020-12-29,37088,1052,37088,Dec
867,EY Scholarship Program For College Students- 1 Lakh Prize Money With Internship-Last Date 31st Dec,2020-12-29,9853,390,9853,Dec
868,"Data Science Jobs Hiring For Freshers- Confidential, Siemens,Bayer,Avatar.me And Milk Mantra Hiring",2020-12-28,27215,1050,27215,Dec
869,The Most Challenging Thing Working As Data Scientist Or In A Data Science Team-Sharing My Experience,2020-12-28,10700,381,10700,Dec
870,Various Components Of CTC Salaries. Important To Understand Your In Hand Salary,2020-12-27,11207,367,11207,Dec
871,EY To Hire 9000 AI/ML Professionals IN 2021- Hiring And Interview Process Of EY An EX Employee Of EY,2020-12-26,62748,1988,62748,Dec
872,Data Scientist- Working In Start Ups Or MNC. Which Is Better? Sharing My Experience,2020-12-25,18243,741,18243,Dec
873,4 Important Things I Have Learnt From 2020. It May Really Help You Out.,2020-12-24,4521,352,4521,Dec
874,CTC(Cost to Company ) Vs In Hand Salary. Why It is Important To Understand The CTC Components,2020-12-23,36262,1549,36262,Dec
875,Should I Leave My Current Job To Prepare For Data Science Or Any Competitive Jobs?,2020-12-23,46936,847,46936,Dec
876,Best Programming Jobs For IT In 2021,2020-12-22,12796,653,12796,Dec
877,2020 Is Almost Over-Upcoming Plans In 2021- Advance AI& ML Concepts and Competitive Programming,2020-12-21,9136,581,9136,Dec
878,What Should Be Your First Data Science Projects In Your Resume?,2020-12-20,21154,808,21154,Dec
879,Complete RoadMap For Preparing Competitive Programming- Part 1,2020-12-18,8077,338,8077,Dec
880,What Is Full Stack Data Scientist? Why Many Analytics Job Profiles Wants These Requirements?,2020-12-18,29167,1025,29167,Dec
881,How To Identify Companies To Apply For Data Science Jobs,2020-12-16,9713,341,9713,Dec
882,Data Science Jobs In LinkedIn For Entry Level/Freshers- Never Hesitate To Apply,2020-12-15,41191,1315,41191,Dec
883,Rajesh Successful Transition Story From Automation Testing To Data Science-Niki.ai Internal Switch,2020-12-12,14253,278,14253,Dec
884,Ishant Successful Transition Story From Data Analyst To Data Scientist In E&Y And Ericsson,2020-12-10,6669,195,6669,Dec
885,What Is API? Application Programming Interface And Why It Is Important-Data Science,2020-12-08,21010,731,21010,Dec
886,"Overfitting, Underfitting And Data Leakage Explanation With Simple Example",2020-12-07,20957,826,20957,Dec
887,Ritaksh Successful Transition Story From Data Analyst To Data Scientist In Xceedance Consulting,2020-12-06,6278,123,6278,Dec
888,"Transition Story Of Aditya 2020 Passed Student Working As A FreeLancer In Python,Machine Learning",2020-12-05,15646,610,15646,Dec
889,Why Competitive Programming IS Important For Product Based Companies?,2020-12-04,8888,398,8888,Dec
890,Naman Successful Career Transition To Data Analyst in Metlife 2019 Passed Out E&C Branch-Ft: Ineuron,2020-12-04,6897,214,6897,Dec
891,Sourabh Successful Career Transition From Mainframe To Data Science in Xoriant Solutions-Ft: Ineuron,2020-12-03,18906,358,18906,Dec
892,Successful Career Transition Of Prerna From BSc IT To Data Scientist In L&T Finance- Ft Ineuron,2020-12-02,27676,741,27676,Dec
893,Live Virtual Mock Interview- Successful Transition From Diploma Engineer To Data Science Intern,2020-12-01,25051,622,25051,Dec
894,6 Healthcare End To End Machine Learning Projects- Credits Devansh and Bedanta,2020-11-30,36058,941,36058,Nov
895,How To Interpret The ML  Model? Is Your Model Black Box? Lime Library,2020-11-30,16387,522,16387,Nov
896,Live Virtual Mock Interview Of Statistician IIT Kanpur For Data Science,2020-11-27,206644,3930,206644,Nov
897,Live Q&A Tips For Interview Preparation Of Data Science,2020-11-26,10831,589,10831,Nov
898,How To Deploy FastAPI Machine Learning Models In Heroku,2020-11-26,12256,224,12256,Nov
899,Live Virtual Mock Interview For Data Science By Krish And Sudhanshu,2020-11-24,65875,1595,65875,Nov
900,How To Train Machine Learning Model Using  CPU Multi Cores,2020-11-24,9601,236,9601,Nov
901,Time Series Forecasting Using Facebook FbProphet,2020-11-23,54783,1060,54783,Nov
902,Custom Ensemble Machine Learning Algorithms,2020-11-22,9830,322,9830,Nov
903,What is Web Hosting? Important For Everyone,2020-11-21,2960,129,2960,Nov
904,Handling Imbalanced Dataset Using Cost Sensitive Neural Networks- Credit Card Fraud Detection,2020-11-21,12631,375,12631,Nov
905,Ineuron's Affordable BI And ML DL Course With Remote Internship From 21st  November,2020-11-20,9018,257,9018,Nov
906,How To Deploy Machine Learning Models Using FastAPI-Deployment Of ML Models As API’s,2020-11-19,82081,1387,82081,Nov
907,Introduction To FastAPI- How To Create API's Using FastAPI- Data Science,2020-11-18,53407,1016,53407,Nov
908,Designing Data Science Projects Architecture- AI Car Solution-Important For Interviews🔥🔥🔥🔥,2020-11-17,8053,285,8053,Nov
909,Tutorial 1-Building My Wedding Invitation Website Using Hostinger,2020-11-16,10049,236,10049,Nov
910,Google AI Announces Objectron Dataset- Why it is important for Object Detection?,2020-11-16,7278,271,7278,Nov
911,How To Run Flask In Google Colab,2020-11-15,29181,664,29181,Nov
912,Ineuron's Detailed Course Content Discussion Of ML And DL- Affordable AI Education,2020-11-15,18919,599,18919,Nov
913,Live Q&A Happy Diwali Ask Anything Related Data Science,2020-11-13,6292,259,6292,Nov
914,Deciding Career Paths For College Students And Freshers- Sharing My Experience,2020-11-13,3133,180,3133,Nov
915,Do College Students And Freshers Requires Data Structures & Algorithms And Competitive Prog For DS?,2020-11-09,14552,650,14552,Nov
916,Late Night Talks-Live Q&A-Ask Anything Related Data Science,2020-11-08,8859,431,8859,Nov
917,Saturday Live Q&A Ask Anything Related Data Science,2020-11-07,5774,364,5774,Nov
918,Important Interview Questions On Convolution Neural Network- Deep Learning,2020-11-07,29614,659,29614,Nov
919,Important Steps I Have Followed To Improve My Data Science Skills- Sharing My Experience,2020-11-06,11526,675,11526,Nov
920,"Why There Are So Many Start Ups In AI, ML And DL? Important For Everyone",2020-11-05,13953,634,13953,Nov
921,Important Tips For College Students And Freshers- Sharing My Experience,2020-11-04,8881,570,8881,Nov
922,"Deep Learning-All Optimizers In One Video-SGD with Momentum,Adagrad,Adadelta,RMSprop,Adam Optimizers",2020-11-03,108988,2651,108988,Nov
923,"Deep Learning-Activation Functions-Elu, PRelu,Softmax,Swish And Softplus",2020-11-02,88066,1750,88066,Nov
924,Difficulties I Faced As A Data Scientist-Sharing My Experience From Start,2020-11-01,13769,646,13769,Nov
925,Saturday Live Q&A Ask Anything  Regarding Data Science,2020-10-31,4121,199,4121,Oct
926,Tutorial 4- Julia For Data Science-String In Julia Along With Indepth Functions,2020-10-31,2584,79,2584,Oct
927,Types Of Data Scientist In Analytics Industry,2020-10-30,4789,217,4789,Oct
928,Updated Best YouTube Channels To Learn Data Science For Free,2020-10-28,23793,1297,23793,Oct
929,Tutorial 2- Implementing Basic Reinforcement Learning Using Python- Data Science,2020-10-27,26538,557,26538,Oct
930,My Entrepreneur Journey- From Software Engineer To Data Scientist To Entrepreneur- Future Plans,2020-10-26,16111,926,16111,Oct
931,"Tutorial 3- Julia Basics-Strings And Numerical Operations, Commenting",2020-10-25,5510,183,5510,Oct
932,Tutorial 2- Installing Julia And Running In Jupyter Notebook,2020-10-24,15507,393,15507,Oct
933,Tutorial 1- Introduction To Julia Programming  Language For Machine Learning,2020-10-24,23267,584,23267,Oct
934,"TensorDash- How To Monitor Your Deep Learning Model Metrics, Loss, Accuracy Using Mobile App",2020-10-23,7020,254,7020,Oct
935,"Google Datasets Search Engine- Search All Datasets From One Place For Data Science,Machine Learning",2020-10-22,10662,377,10662,Oct
936,"ML Interview Preparation- Important Interview Questions On Xgboost, Adaboost And Gradient Boost",2020-10-21,31166,658,31166,Oct
937,Top 5 Programming Languages For Data Science In 2020,2020-10-20,23843,363,23843,Oct
938,Xgboost Regression In-Depth Intuition Explained- Machine Learning Algorithms 🔥🔥🔥🔥,2020-10-19,68219,1430,68219,Oct
939,Keras Tuner Hyperparameter Tuning-How To Select Hidden Layers And Number of Hidden Neurons In ANN,2020-10-18,71830,1572,71830,Oct
940,Interview Prep Day 6-How To Learn Machine Learning Algorithms For Interviews-Random Forest Algo🔥🔥🔥🔥,2020-10-18,22643,529,22643,Oct
941,How to Prepare For Deep Learning Interviews- Important Interview Questions in ANN-Part 1🔥🔥🔥🔥,2020-10-17,47473,692,47473,Oct
942,Live - Understanding About GPU's- CPU VS GPU- Which GPU We Should Buy?,2020-10-16,4258,213,4258,Oct
943,Why Automation Will Not Kill Data Science Jobs?,2020-10-14,10613,460,10613,Oct
944,Future Of Python-Will It be Replaced?,2020-10-13,19026,858,19026,Oct
945,Xgboost Classification Indepth Maths Intuition- Machine Learning Algorithms🔥🔥🔥🔥,2020-10-12,157591,2665,157591,Oct
946,Hottest And Best Domains Where Data Scientist And Data Analyst Are Paid More Salaries 🔥🔥🔥🔥,2020-10-10,29110,874,29110,Oct
947,Tutorial 1-What Is Reinforcement Machine Learning? 🔥🔥🔥🔥,2020-10-09,42819,912,42819,Oct
948,Live Q&A For Aspiring  Data Scientist-Ask Any Question Regarding Data Science,2020-10-08,6516,326,6516,Oct
949,Interview Prep Day 5-How To Learn Machine Learning Algorithms For Interviews- Logistic Regression🔥🔥🔥,2020-10-06,23433,429,23433,Oct
950,Complete Roadmap To Follow To  Prepare Machine Learning With All Videos And Materials,2020-10-05,280094,4806,280094,Oct
951,Path of Non Technical Person Towards Data Analytics Industry-Data Analyst And Data Scientist,2020-10-04,33222,1432,33222,Oct
952,Tutorial 1-Machine Learning Model Retraining Approach-Incremental And Continuous Model Training 🔥🔥🔥🔥,2020-10-03,31832,849,31832,Oct
953,Live- Conversation With Amit Bose-Transition From Commerce Background To Data Analyst,2020-10-02,13289,632,13289,Oct
954,Tutorial 2- Feature Selection-How To Drop Features Using Pearson Correlation,2020-10-02,121813,2748,121813,Oct
955,Complete Road Map To Prepare For Deep Learning🔥🔥🔥🔥,2020-10-01,231513,3318,231513,Oct
956,D-Tale The Best Library To Perform Exploratory Data Analysis Using Single Line Of Code🔥🔥🔥🔥,2020-09-30,38178,1404,38178,Sep
957,Tutorial 1- Feature Selection-How To Drop Constant Features Using Variance Threshold,2020-09-30,98932,1812,98932,Sep
958,Pandas Visual Analysis- Perform Exploratory Data Analysis In A Single Line Of Code🔥🔥🔥🔥,2020-09-29,24107,908,24107,Sep
959,Data Science Myths Vs Reality Explained- Sharing My Experience- Must Watch For Everyone🔥🔥🔥🔥,2020-09-27,20414,1078,20414,Sep
960,Interview Prep Day 4-How To Learn Machine Learning Algorithms For Interviews- Decision Trees🔥🔥,2020-09-27,32125,554,32125,Sep
961,How To Convert A Kaggle Project To A End To End Data Science With Deployment For Freshers 🔥🔥🔥🔥,2020-09-26,42900,1675,42900,Sep
962,Complete Road Map To Prepare NLP-Follow This Video-You Will Able to Crack Any DS Interviews🔥🔥,2020-09-25,624310,4638,624310,Sep
963,Data Science Live Q&A- Ask Any Queries Related To Data Science Interviews🔥🔥,2020-09-24,5321,310,5321,Sep
964,Exploring RapidMiner-Amazing Data Science Platform To Solve Machine Learning And DL Usecases,2020-09-23,9461,301,9461,Sep
965,Interview Prep Day3-How To Prepare Support Vector Machines Important Questions In Interviews🔥🔥,2020-09-23,26055,601,26055,Sep
966,Interview Prep Day 2- Linear Regression Interview Question-The Most Important Algorithm In ML & DS🔥🔥,2020-09-22,83252,2239,83252,Sep
967,Final Year Student To Deep Learning Engineer Internship- Transition Story- Must For Freshers,2020-09-21,11399,427,11399,Sep
968,Interview Prep Day 1-How To Learn Machine Learning Algorithms For Interviews- Naive Bayes Classifier,2020-09-21,292752,2941,292752,Sep
969,Top 5 Data Science Projects/Ideas For Your Resume For Freshers From My Playlist- Must Watch🔥🔥🔥,2020-09-20,100282,3888,100282,Sep
970,Focus On Story Telling-How To Ace Data Science Interviews?,2020-09-19,13334,762,13334,Sep
971,Tutorial 7- Database As A Service- Setting Up MongoDB ATLAS In Cloud With Python,2020-09-19,8652,212,8652,Sep
972,Complete Road Map To Be Expert In Python- Follow My Way,2020-09-18,1632422,18165,1632422,Sep
973,Data Science In Medical-Live Tracking Of CO--VID Cases In India using Python,2020-09-18,11848,398,11848,Sep
974,How to Learn Statistics for Data Science As A Self Starter- Follow My Way,2020-09-17,277850,5101,277850,Sep
975,How To Set Profile And Apply Data Science Jobs In LinkedIn- Must For Freshers,2020-09-16,68707,2505,68707,Sep
976,"Tutorial 6- MongoDb With Python- Aggregate Functions($group,$sum,$avg,$project)- Data Science",2020-09-15,14726,272,14726,Sep
977,Step By Step Path Of Transition From Data Analyst To Data Scientist,2020-09-14,8934,405,8934,Sep
978,VGGNET Architecture In-depth Discussion Along With Code -Deep Learning Advanced CNN,2020-09-12,50116,1133,50116,Sep
979,Step By Step Path To Become A Data Analyst in 2020,2020-09-12,56935,2246,56935,Sep
980,Tutorial 3- MySQL With Python And Data Science Performing CRUD Operations On Table,2020-09-11,15769,321,15769,Sep
981,Live- Virtual Interview For Data Scientist By Krish And Sudhanshu,2020-09-11,18344,596,18344,Sep
982,Alexnet Architecture In-depth-Discussion Along With Code-Deep Learning Advanced CNN,2020-09-11,33595,693,33595,Sep
983,Tutorial 2- MySQL With Python And Data Science- Installing MySQL DB Connector And Creating Databases,2020-09-10,19503,415,19503,Sep
984,Live- How To Create Deep Learning Model Using Tensorflow JS,2020-09-09,6641,181,6641,Sep
985,Tutorial 1- MySQL With Python And Data Science- MySQL Installation Steps,2020-09-09,127386,1796,127386,Sep
986,Why Domain Knowledge Is Important In Data Science?,2020-09-07,12250,622,12250,Sep
987,How To Train Deep Learning Models In Google Colab- Must For Everyone,2020-09-06,256833,4818,256833,Sep
988,Live - Data Science Q&A And Upcoming Videos Plan,2020-09-05,3145,228,3145,Sep
989,Machine Learning And Deep Learning Model Deployment Architecture Using TF Lite In Mobile,2020-09-05,11782,339,11782,Sep
990,Special Thanks To Youtube - Happy Teacher's Day Youtube,2020-09-05,2883,300,2883,Sep
991,Machine Learning And Deep Learning Model Deployment Architecture Using API's,2020-09-05,32021,899,32021,Sep
992,Live- Virtual Interview Session For Data Science- Session 8,2020-09-04,12165,435,12165,Sep
993,Live -Transformers Indepth Architecture Understanding- Attention Is All You Need,2020-09-03,136392,2972,136392,Sep
994,Data Science Is Just Not About Model Building,2020-09-03,13476,611,13476,Sep
995,Live -End To End Docker Implementation Of Data  Science Projects,2020-09-02,7727,299,7727,Sep
996,Debugging Server Side Application Using Python In Pycharm,2020-09-01,6050,197,6050,Sep
997,Live Virtual Interview Of Experienced For Data Scientist,2020-09-01,57036,1413,57036,Sep
998,"Tutorial 7-Build,Train,Deploy Machine Learning Model AWS SageMaker- Predicting Test Data Endpoints",2020-08-31,30939,510,30939,Aug
999,Live- Conversation With Data Structure And Algorithms Mentor For Free Community Session,2020-08-30,9905,382,9905,Aug
1000,"Tutorial 6-Build,Train,Deploy Machine Learning Model AWS SageMaker- Deployment Of Xgboost ML Model",2020-08-30,29443,487,29443,Aug
1001,"Tutorial 5-Build,Train, Deploy Machine Learning Model In AWS SageMaker-Training Xgboost ML ALgo",2020-08-30,36052,537,36052,Aug
1002,Live-How To Prepare Resume For Data Scientist As A Fresher,2020-08-29,54715,2558,54715,Aug
1003,"Tutorial 4-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Uploading Files In S3 Bucket",2020-08-29,43445,614,43445,Aug
1004,"Tutorial 3-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating S3 Buckets",2020-08-29,55766,842,55766,Aug
1005,"Tutorial 2-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating Notebook Instance",2020-08-29,76302,1288,76302,Aug
1006,Live -Virtual Interview Of Fresher For Data Science - Session 6,2020-08-28,24927,710,24927,Aug
1007,Live- Exploring Nvidia RAPIDS- Open GPU Data Science,2020-08-27,7186,324,7186,Aug
1008,"Live- Attention Models, Transformers  In depth Intuition Deep Learning- Part 2",2020-08-26,33148,1075,33148,Aug
1009,AWS SageMaker For ML And DL Tutorial Playlist- What Will We Learn In This Playlist?,2020-08-26,94895,1949,94895,Aug
1010,Live Community Sessions Announcements- Covering All Technology Stack,2020-08-25,13840,753,13840,Aug
1011,Silhouette (clustering)- Validating Clustering Models- Unsupervised Machine Learning,2020-08-25,52632,1291,52632,Aug
1012,"Live Session- Encoder Decoder,Attention Models, Transformers, Bert Part 1",2020-08-24,65417,1723,65417,Aug
1013,Pytorch Tutorial 6- How To Run Pytorch Code In GPU Using CUDA Library,2020-08-24,55204,580,55204,Aug
1014,Live - Successful Transition Story Of SAP Consultant To Data Scientist,2020-08-23,22967,803,22967,Aug
1015,Live Project-Cotton Disease Prediction Deep Learning Live Project Implementation,2020-08-22,97500,2197,97500,Aug
1016,Live Virtual Interview For Data Science Fresher By Krish And Sudhanshu,2020-08-21,124592,3054,124592,Aug
1017,Live-Best Practices For Data Science Project Development|Session By Chief Technology Officer-Ineuron,2020-08-20,8508,277,8508,Aug
1018,Finally Built My Deep Learning And Gaming Workstation With Nvidia Titan RTX GPU 🔥🔥🔥🔥🔥- It's A Beast🔥,2020-08-20,29552,819,29552,Aug
1019,Live Session- Understanding Attention Models Architecture And Maths Intuition- Deep Learning,2020-08-19,50364,1321,50364,Aug
1020,Live Virtual Interview For Data Science- Background Applied Geology From IIT Kharagpur,2020-08-18,34761,946,34761,Aug
1021,Live Project Developing AI Advertisement Platform Using Deep Learning,2020-08-17,8661,290,8661,Aug
1022,Announcement For Give Away For Women Data Science Aspirants - Promoting Data Science,2020-08-16,6522,189,6522,Aug
1023,Live Q&A Data Science By Krish And Sudhanshu- Give Away For Women To Promote AI,2020-08-16,10956,377,10956,Aug
1024,Live Virtual Interview For Data Science From Teaching Assistant To Data Scientist,2020-08-14,19885,656,19885,Aug
1025,Live Project- Web Application - Loan Default Prediction- Masters Thesis,2020-08-13,26712,660,26712,Aug
1026,Live Interview Of Lakshay For Data Science- Commerce And Statistics Background,2020-08-12,23739,644,23739,Aug
1027,Nvidia Titan RTX Unboxing And Specs And Comparison- Deep Learning,2020-08-11,12372,422,12372,Aug
1028,Live Data Science Q&A With Krish And Sudhanshu- Give Away ML for Deployment+Internships For Women,2020-08-09,11322,473,11322,Aug
1029,Live Virtual Nervous Interview Of Mechanical Engineer For Data Science,2020-08-07,26934,435,26934,Aug
1030,Live- Discussion On Cross Validation Techniques And Selection of Machine Learning Algorithms,2020-08-06,9444,450,9444,Aug
1031,Live Transition Story Of Civil Engineer To Data Scientist With 2 Years Gap,2020-08-05,20532,748,20532,Aug
1032,Problems With Encoders And Decoders- Indepth Intuition,2020-08-05,29832,569,29832,Aug
1033,Step By Step Playlist To Follow To Learn Data Science Through My Channel - Part 2,2020-08-04,31441,1203,31441,Aug
1034,Live Virtual Interview For Data Science By Krish And Sudhanshu,2020-08-04,33461,891,33461,Aug
1035,Step By Step Playlist To Follow To Learn Data Science Through My Channel Part 1- Must for Everyone,2020-08-03,129051,5500,129051,Aug
1036,Live Discussion On Outlier And Its Impacts On Machine Learning UseCases,2020-08-02,48409,1966,48409,Aug
1037,Live Discussion On Handling Imbalanced Dataset- Machine Learning,2020-08-01,73557,2717,73557,Aug
1038,Live Virtual Interview For Internship For College Student By Krish And Sudhanshu,2020-07-31,47958,1395,47958,Jul
1039,Pytorch Tutorial 5-Live- Kaggle Advance House Price Prediction Using Pytorch Deep Learning,2020-07-30,17444,521,17444,Jul
1040,Live Virtual Interview For Data Science By Krish And Sudhanshu Part 2,2020-07-28,34624,972,34624,Jul
1041,Live In-depth Discussion Of PyCaret Automated Machine Learning Library Part 2,2020-07-27,5474,246,5474,Jul
1042,Live In-depth Discussion Of PyCaret Automated Machine Learning Library,2020-07-26,14249,482,14249,Jul
1043,Hyperparameter Tuning Techniques Genetic Algorithms And Optuna Data Science Machine Learning- Part 2,2020-07-25,16921,606,16921,Jul
1044,Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,2020-07-24,91367,1801,91367,Jul
1045,Live-Discussing All Hyperparameter Tuning Techniques Data Science Machine Learning,2020-07-23,70672,2105,70672,Jul
1046,Live Q&A Data Science With Sudhanshu Kumar Part 2,2020-07-22,10536,396,10536,Jul
1047,Live-Charity Stream To Help Bihar And Assam Floods- My Special Journey To 200k subscribers,2020-07-21,6674,487,6674,Jul
1048,Live-Features Selection-Various Techniques To Select Features  Day 7,2020-07-20,54103,1524,54103,Jul
1049,Pytorch Tutorial 4- Solving Kaggle Pima Diabetes Prediction Using ANN With PyTorch Library,2020-07-20,22960,600,22960,Jul
1050,Live-Feature Engineering-All Standardization And Transformation Techniques- Day 6,2020-07-19,46570,1493,46570,Jul
1051,Live-Feature Engineering- Forecasting Time Series Using Facebook Fbprophet-Day 5,2020-07-18,21271,532,21271,Jul
1052,Summary Live Streaming-Feature Engineering- Probability Ratio Encoding- Handling Categorical Feature,2020-07-18,19277,456,19277,Jul
1053,Summary Live Q&A-Sudhanshu Journey On Data Science,2020-07-17,10170,505,10170,Jul
1054,Pytorch TutoriaL 3-How To Perform BackPropogation Using Pytorch,2020-07-17,13680,277,13680,Jul
1055,Live-Feature Engineering-All Techniques To Handle Categorical Features - Day 4,2020-07-16,46550,1413,46550,Jul
1056,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 3,2020-07-15,58867,1602,58867,Jul
1057,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 2,2020-07-14,63081,1879,63081,Jul
1058,Pytorch Tutorial 2-Understanding Of Tensors Using Pytorch,2020-07-14,21673,434,21673,Jul
1059,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 1,2020-07-13,120045,3691,120045,Jul
1060,Live Unboxing MSI Laptop For Machine Learning And Deep Learning,2020-07-12,18862,341,18862,Jul
1061,Pytorch Tutorial 1-Pytorch Installation For Deep Learning,2020-07-12,52277,788,52277,Jul
1062,Live Discussion Of Roles And Responsibilities In Data Science Project- Further Announcements,2020-07-11,5951,419,5951,Jul
1063,Live- How To Approach Interviews For Data Science,2020-07-10,8508,613,8508,Jul
1064,Live- Implementation Of Malaria Disease Using Deep Learning End To End Projects With Deployment,2020-07-09,61337,1505,61337,Jul
1065,Live Summary- Memory Profiler In Python- How To Effectively Check Your Code Quality With Memory,2020-07-08,13454,254,13454,Jul
1066,Live- Implementation Of 7 HealthCare End To End Projects With Deployment,2020-07-08,81937,1933,81937,Jul
1067,Summary Recap Of Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-07,27097,724,27097,Jul
1068,Summary Of Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-07,12629,365,12629,Jul
1069,Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-06,120406,3652,120406,Jul
1070,Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-05,193097,6233,193097,Jul
1071,Live- Implementation of Cricket Score Prediction App With Deployment For IPL(Sport Analytics),2020-07-04,64424,2519,64424,Jul
1072,Summary of Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-04,2862,199,2862,Jul
1073,Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-03,10573,888,10573,Jul
1074,Live Discussion - How To Read Research Papers As A Data Scientist,2020-07-03,5510,251,5510,Jul
1075,Live Project-Stock Sentiment Analysis using News Headlines Machine Learning,2020-07-02,79337,2397,79337,Jul
1076,Live Session-Implementing Deep Learning Project From Scratch To Deployment- Heroku(Car Brand Class),2020-07-01,78508,1567,78508,Jul
1077,Live- Implementation of End To End Kaggle Machine Learning Project With Deployment,2020-06-30,584860,13766,584860,Jun
1078,Live-3 Weeks Big Data With Pyspark Community Classes Announcement For EveryOne For Free,2020-06-29,9654,456,9654,Jun
